Symbol,Name,Sector,Instrument,Status,Email,Website
UPCL,UNIVERSAL POWER COMPANY LTD,Hydro Power,Equity,Active,universal2067@gmail.com,www.universalpowercompany.com.np
UPPER,Upper Tamakoshi Hydropower Ltd,Hydro Power,Equity,Active,office@utkhpl.org.np,www.tamakhosihydro.org.np
USHEC,Upper Solu Hydro Electric Company Limited,Hydro Power,Equity,Active,ushec@info.com.np,www.ushec.com.np
USHL,Upper Syange Hydropower Limited,Hydro Power,Equity,Active,upper.syange@gmail.com,www.uppersyange.com
USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,gwagle99@gmail.com,https://unnatislbs.com.np
USLBP,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,gwagle99@gmail.com,https://unnatislbs.com.np
VFL,Valley Finance Limited,Finance,Equity,Delisted,info@valley.com.np,
VLBS,Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Active,vlbs@vlbs.com.np,https://vlbs.com.np
VLBSPO,Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Active,vlbs@vlbs.com.np,https://vlbs.com.np
VLUCL,Vision Lumbini Urja Company Limited,Hydro Power,Equity,Active,urja@visionlumbini.com.np,www.visionlumbiniurja.com
WDBL,Western Development Bank Limited,Development Banks,Equity,Delisted,wdbldang@yahoo.com,http://www.wdbldang.com.np
WDBLPO,Western Development Bank Limited,Development Banks,Promoter Share,Inactive,wdbldang@yahoo.com,http://www.wdbldang.com.np
WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Suspended,nepalseva@gmail.com,www.weannepal.com
WNLBP,Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Inactive,nepalseva@gmail.com,www.weannepal.com
YFL,Yeti Finance Ltd.,Finance,Equity,Delisted,yfl@yfl.com,
YFLPO,Yeti Finance Ltd.,Finance,Promoter Share,Inactive,yfl@yfl.com,
YHL,Yak And Yeti Hotel Limited,Hotels And Tourism,Equity,Suspended,yhl@yhl.com,
YMHL,Yambaling Hydropower Limited,Hydro Power,Equity,Active,yambaling@gmail.com,https://yambalinghydropower.com.np
ZFL,Zenith Finance Limited,Finance,Equity,Delisted,info@zenith.com.np,
